Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,10/20/2017,"SOUTHTOWN 101 SAN ANTONIO TX                 10/19",-10.66,DEBIT_CARD,558.98,,
DEBIT,10/20/2017,"Amazon.com AMZN.COM/BILL WA                  10/20",-32.46,DEBIT_CARD,569.64,,
DEBIT,10/20/2017,"U-HAUL MOVING & STORAG SAN ANTONIO TX        10/18",-87.90,DEBIT_CARD,602.10,,
DEBIT,10/20/2017,"MBI-PROBILLER.COM/RK 877-446-0668            10/18",-17.95,DEBIT_CARD,690.00,,
DEBIT,10/19/2017,"DNH*GODADDY.COM 480-5058855 AZ               10/18",-15.17,DEBIT_CARD,707.95,,
DEBIT,10/19/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           10/18",-15.45,DEBIT_CARD,723.12,,
DEBIT,10/18/2017,"CITY PUBLIC SRV  CPS WEBPMT 003003547826    WEB ID: 9746002071",-149.37,ACH_DEBIT,738.57,,
CREDIT,10/18/2017,"ATM CASH DEPOSIT 10/18 8014 BANDERA RD SAN ANTONIO TX",41.00,ATM,887.94,,
DEBIT,10/17/2017,"PLANET FIT       CLUB FEES                  PPD ID: 1710602737",-10.83,ACH_DEBIT,846.94,,
DEBIT,10/16/2017,"AmazonPrime Membersh amzn.com/prme WA        10/14",-11.90,DEBIT_CARD,857.77,,
DEBIT,10/16/2017,"SPEEDY CASH 888-3331360 KS                   10/15",-22.00,DEBIT_CARD,869.67,,
DEBIT,10/16/2017,"BILL MILLER BAR-B-Q - SAN ANTONIO TX         10/15",-10.00,DEBIT_CARD,891.67,,
DEBIT,10/16/2017,"BILL MILLER BAR-B-Q - SAN ANTONIO TX         10/15",-5.61,DEBIT_CARD,901.67,,
DEBIT,10/16/2017,"WM SUPERC Wal-Mart Sup SAN ANTONIO TX        10/15",-45.58,DEBIT_CARD,907.28,,
DEBIT,10/16/2017,"BAKLOVAH BAKERY SAN ANTONIO TX               10/14",-20.56,DEBIT_CARD,952.86,,
DEBIT,10/16/2017,"AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        10/15",-12.99,DEBIT_CARD,973.42,,
DEBIT,10/16/2017,"HEB  #102 SAN ANTONIO TX                     10/14",-59.67,DEBIT_CARD,986.41,,
DEBIT,10/16/2017,"DIAMOND SHINE SAN ANTONIO TX                 10/14",-5.00,DEBIT_CARD,1046.08,,
DEBIT,10/16/2017,"Wal-Mart Super Center SAN ANTONIO TX         10/14",-64.72,DEBIT_CARD,1051.08,,
DEBIT,10/16/2017,"SHELL Service Station SAN ANTONIO TX 095672  10/14",-51.74,DEBIT_CARD,1115.80,,
DEBIT,10/16/2017,"MCDONALD'S F10675 SAN ANTONIO TX             10/14",-15.70,DEBIT_CARD,1167.54,,
DEBIT,10/16/2017,"PAPA JOHN'S 00892 210-308-7272 TX            10/14",-21.39,DEBIT_CARD,1183.24,,
DEBIT,10/16/2017,"AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        10/14",-12.98,DEBIT_CARD,1204.63,,
DEBIT,10/16/2017,"SQ *LOCAL COFFEE - A Alamo Heights TX        10/13",-6.61,DEBIT_CARD,1217.61,,
DEBIT,10/16/2017,"TWC*TIME WARNER CABLE 888-TWCABLE TX         10/15",-87.00,DEBIT_CARD,1224.22,,
DEBIT,10/16/2017,"SPRINT *WIRELESS 800-639-6111 KS             10/14",-133.64,DEBIT_CARD,1311.22,,
DEBIT,10/16/2017,"LAS PALAPAS - CHUR SAN ANTONIO TX            10/12",-7.52,DEBIT_CARD,1444.86,,
DEBIT,10/13/2017,"QuickPay with Zelle payment to Mama 6591083676",-620.00,CHASE_TO_PARTNERFI,1452.38,,
DEBIT,10/13/2017,"LA MARGINAL RESTAURANT SAN ANTONIO TX        10/13",-21.40,DEBIT_CARD,2072.38,,
DEBIT,10/13/2017,"PRIVATEINTERNETACCES HTTPSWWW.PRIV CO        10/12",-6.95,DEBIT_CARD,2093.78,,
CREDIT,10/13/2017,"GIGAWARP TECHNOL PAYROLL                    PPD ID: 1812457168",2059.42,ACH_CREDIT,2100.73,,
DEBIT,10/12/2017,"Wal-Mart Super Center SAN ANTONIO TX         10/12",-28.67,DEBIT_CARD,41.31,,
DEBIT,10/12/2017,"JIMMY JOHNS - 979 - E 210-820-0800 TX        10/11",-11.20,DEBIT_CARD,69.98,,
DEBIT,10/12/2017,"MON THAI BISTRO SAN ANTONIO TX               10/10",-27.76,DEBIT_CARD,81.18,,
DEBIT,10/11/2017,"Amazon.com AMZN.COM/BILL WA                  10/11",-23.26,DEBIT_CARD,108.94,,
DEBIT,10/11/2017,"BILL MILLER BAR-B-Q - SAN ANTONIO TX         10/10",-2.80,DEBIT_CARD,132.20,,
DEBIT,10/10/2017,"VONAGE *PRICE+TAXES 866-243-4357 NJ          10/08",-40.37,DEBIT_CARD,135.00,,
DEBIT,10/10/2017,"WM SUPERC Wal-Mart Sup SAN ANTONIO TX        10/10",-34.67,DEBIT_CARD,175.37,,
DEBIT,10/10/2017,"AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        10/10",-12.80,DEBIT_CARD,210.04,,
DEBIT,10/10/2017,"BILL MILLER BAR-B-Q - SAN ANTONIO TX         10/08",-10.00,DEBIT_CARD,222.84,,
DEBIT,10/10/2017,"CARWASH AMERICA EXPRES SAN ANTONIO TX        10/08",-24.00,DEBIT_CARD,232.84,,
DEBIT,10/10/2017,"WAL-MART #4162 SAN ANTONIO TX                10/08",-2.50,DEBIT_CARD,256.84,,
DEBIT,10/10/2017,"WM SUPERC Wal-Mart Sup SAN ANTONIO TX        10/08",-37.89,DEBIT_CARD,259.34,,
DEBIT,10/10/2017,"BESTBUYCOM804849053630 888-BESTBUY MN        10/08",-22.72,DEBIT_CARD,297.23,,
DEBIT,10/10/2017,"HEB  #102 SAN ANTONIO TX                     10/07",-19.42,DEBIT_CARD,319.95,,
DEBIT,10/10/2017,"GAME OVER- SA1 SAN ANTONIO TX                10/07",-5.40,DEBIT_CARD,339.37,,
DEBIT,10/10/2017,"PAPA JOHN'S 02750 210-764-7272 TX            10/07",-22.31,DEBIT_CARD,344.77,,
DEBIT,10/10/2017,"MCDONALD'S F2881 SAN ANTONIO TX              10/06",-4.32,DEBIT_CARD,367.08,,
DEBIT,10/10/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           10/06",-4.89,DEBIT_CARD,371.40,,
DEBIT,10/10/2017,"OSAKA JAPANESE STEAK A 210-8220300 TX        10/06",-22.27,DEBIT_CARD,376.29,,
DEBIT,10/10/2017,"ORDERUP SAN ANTONIO TX                       10/05",-11.80,DEBIT_CARD,398.56,,
DEBIT,10/10/2017,"BESTBUYCOM804849053630 MINNEAPOLIS MN        10/08",1.08,DEBIT_CARD,410.36,,
DEBIT,10/06/2017,"Spotify USA 646-8375380 NY                   10/06",-16.23,DEBIT_CARD,409.28,,
DEBIT,10/06/2017,"TRANSFER TO SAV XXXXX1797 10/06",-50.00,ACCT_XFER,425.51,,
DEBIT,10/06/2017,"HEB  #102 SAN ANTONIO TX                     10/05",-22.50,DEBIT_CARD,475.51,,
DEBIT,10/06/2017,"HEB  #567 SAN ANTONIO TX                     10/05",-6.49,DEBIT_CARD,498.01,,
DEBIT,10/05/2017,"SLING.COM 888-393-6312 CO                    10/04",-21.64,DEBIT_CARD,504.50,,
DEBIT,10/05/2017,"CAPITAL ONE      MOBILE PMT 727739809200955 WEB ID: 9279744980",-25.00,ACH_DEBIT,526.14,,
DEBIT,10/05/2017,"SHELL Service Station SAN ANTONIO TX 064305  10/05",-50.02,DEBIT_CARD,551.14,,
CREDIT,10/05/2017,"ATM CASH DEPOSIT 10/05 8014 BANDERA RD SAN ANTONIO TX",25.00,ATM,601.16,,
DEBIT,10/04/2017,"Netflix.com netflix.com CA                   10/03",-12.98,DEBIT_CARD,576.16,,
DEBIT,10/04/2017,"Seville/BRE Sevi WEB PMTS   H721G2          WEB ID: 9000079613",-1080.03,ACH_DEBIT,589.14,,
DEBIT,10/04/2017,"HEB  #102 SAN ANTONIO TX                     10/03",-8.88,DEBIT_CARD,1669.17,,
DEBIT,10/04/2017,"LAS PALAPAS - CHUR SAN ANTONIO TX            09/30",-1.94,DEBIT_CARD,1678.05,,
DEBIT,10/03/2017,"HEB  #102 SAN ANTONIO TX                     10/02",-15.26,DEBIT_CARD,1679.99,,
DEBIT,10/03/2017,"QuickPay with Zelle payment to Mama 6562997003",-120.00,CHASE_TO_PARTNERFI,1695.25,,
DEBIT,10/03/2017,"UPWORKESCROW*MEMBERS 888-8503375 CA          10/01",-10.00,DEBIT_CARD,1815.25,,
DEBIT,10/02/2017,"SPEEDY CASH 888-3331360 KS                   09/30",-22.00,DEBIT_CARD,1825.25,,
DEBIT,10/02/2017,"BILL MILLER BAR-B-Q - SAN ANTONIO TX         10/01",-16.08,DEBIT_CARD,1847.25,,
DEBIT,10/02/2017,"HEB  #102 SAN ANTONIO TX                     10/01",-126.19,DEBIT_CARD,1863.33,,
DEBIT,10/02/2017,"BILL MILLER BAR-B-Q - SAN ANTONIO TX         10/01",-7.65,DEBIT_CARD,1989.52,,
DEBIT,10/02/2017,"CORNER STORE 0093 SAN ANTONIO TX     089690  09/30",-9.82,DEBIT_CARD,1997.17,,
DEBIT,10/02/2017,"PAPA JOHN'S 00892 210-308-7272 TX            09/30",-27.08,DEBIT_CARD,2006.99,,
DEBIT,10/02/2017,"MON THAI BISTRO SAN ANTONIO TX               09/29",-33.03,DEBIT_CARD,2034.07,,
DEBIT,10/02/2017,"3777 EL POLLO LOCO SAN ANTONIO TX            09/29",-8.65,DEBIT_CARD,2067.10,,
DEBIT,09/29/2017,"CORNER STORE 2196 ALAMO HEIGHTS TX   693954  09/29",-7.02,DEBIT_CARD,2075.75,,
DEBIT,09/29/2017,"BESTBUYCOM804784002611 888-BESTBUY MN        09/28",-189.43,DEBIT_CARD,2082.77,,
DEBIT,09/29/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           09/28",-5.88,DEBIT_CARD,2272.20,,
CREDIT,09/29/2017,"GIGAWARP TECHNOL PAYROLL                    PPD ID: 1812457168",2059.42,ACH_CREDIT,2278.08,,
DEBIT,09/28/2017,"SQ *LOCAL COFFEE - A Alamo Heights TX        09/28",-6.41,DEBIT_CARD,218.66,,
DEBIT,09/28/2017,"SHELL Service Station SAN ANTONIO TX 088293  09/28",-53.04,DEBIT_CARD,225.07,,
DEBIT,09/28/2017,"PLAYSTATION NETWORK 800-345-7669 CA          09/28",-32.45,DEBIT_CARD,278.11,,
DEBIT,09/28/2017,"INDIA OVEN SAN ANTONIO TX                    09/27",-32.93,DEBIT_CARD,310.56,,
DEBIT,09/28/2017,"LAS PALAPAS - CHUR SAN ANTONIO TX            09/26",-4.29,DEBIT_CARD,343.49,,
DEBIT,09/27/2017,"CORNER STORE 0029 SAN ANTONIO TX     275900  09/27",-4.29,DEBIT_CARD,347.78,,
DEBIT,09/27/2017,"SQ *LOCAL COFFEE - A Alamo Heights TX        09/27",-4.35,DEBIT_CARD,352.07,,
DEBIT,09/27/2017,"HEB  #556 SAN ANTONIO TX                     09/26",-6.94,DEBIT_CARD,356.42,,
DEBIT,09/27/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           09/26",-16.41,DEBIT_CARD,363.36,,
DEBIT,09/27/2017,"LAS PALAPAS - CHUR SAN ANTONIO TX            09/24",-4.29,DEBIT_CARD,379.77,,
DEBIT,09/26/2017,"UNIV HEALTH CNTR-DWNTW SAN ANTONIO TX        09/25",-120.56,DEBIT_CARD,384.06,,
DEBIT,09/26/2017,"HI TONES SAN ANTONIO TX                      09/23",-14.25,DEBIT_CARD,504.62,,
DEBIT,09/25/2017,"DNH*GODADDY.COM 480-5058855 AZ               09/23",-10.65,DEBIT_CARD,518.87,,
DEBIT,09/25/2017,"GOOGLE *HBO Dig Sv In 855-836-3987 CA        09/23",-16.23,DEBIT_CARD,529.52,,
DEBIT,09/25/2017,"WM SUPERC Wal-Mart Sup SAN ANTONIO TX        09/25",-9.98,DEBIT_CARD,545.75,,
DEBIT,09/25/2017,"BILL MILLER BAR-B-Q - SAN ANTONIO TX         09/24",-7.04,DEBIT_CARD,555.73,,
DEBIT,09/25/2017,"THE BRASS MONKEY SAN ANTONIO TX              09/24",-12.75,DEBIT_CARD,562.77,,
DEBIT,09/25/2017,"TACOLAND PEARL SAN ANTONIO TX                09/24",-13.83,DEBIT_CARD,575.52,,
DEBIT,09/25/2017,"Blue Box Bar San Antonio TX                  09/24",-22.42,DEBIT_CARD,589.35,,
DEBIT,09/25/2017,"3776 EL POLLO LOCO SAN ANTONIO TX            09/24",-7.57,DEBIT_CARD,611.77,,
DEBIT,09/25/2017,"MCDONALD'S F2881 SAN ANTONIO TX              09/22",-8.10,DEBIT_CARD,619.34,,
DEBIT,09/25/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           09/22",-13.90,DEBIT_CARD,627.44,,
DEBIT,09/22/2017,"DNH*GODADDY.COM 480-5058855 AZ               09/21",-10.65,DEBIT_CARD,641.34,,
DEBIT,09/22/2017,"TRANSFER TO SAV XXXXX1797 09/22",-50.00,ACCT_XFER,651.99,,
DEBIT,09/22/2017,"HEB  #102 SAN ANTONIO TX                     09/21",-36.53,DEBIT_CARD,701.99,,
DEBIT,09/22/2017,"SQ *LOCAL COFFEE - A Alamo Heights TX        09/21",-3.35,DEBIT_CARD,738.52,,
DEBIT,09/22/2017,"SORRENTO RISTORANTE SAN ANTONIO TX           09/21",-20.67,DEBIT_CARD,741.87,,
DEBIT,09/22/2017,"LAS PALAPAS - CHUR SAN ANTONIO TX            09/20",-2.77,DEBIT_CARD,762.54,,
DEBIT,09/21/2017,"CITY PUBLIC SRV  CPS WEBPMT 003003547826    WEB ID: 9746002071",-122.40,ACH_DEBIT,765.31,,
DEBIT,09/21/2017,"PLAYSTATION NETWORK 800-345-7669 CA          09/20",-10.80,DEBIT_CARD,887.71,,
DEBIT,09/21/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           09/20",-11.93,DEBIT_CARD,898.51,,
DEBIT,09/21/2017,"MBI-PROBILLER.COM/RK 877-446-0668            09/20",-17.95,DEBIT_CARD,910.44,,
DEBIT,09/20/2017,"QuickPay with Zelle payment to Mama 6529964396",-600.00,CHASE_TO_PARTNERFI,928.39,,
DEBIT,09/20/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           09/19",-10.51,DEBIT_CARD,1528.39,,
DEBIT,09/20/2017,"TWC*TIME WARNER CABLE 888-TWCABLE TX         09/20",-87.00,DEBIT_CARD,1538.90,,
DEBIT,09/19/2017,"SQ *LOCAL COFFEE - A Alamo Heights TX        09/19",-7.51,DEBIT_CARD,1625.90,,
DEBIT,09/19/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           09/18",-10.63,DEBIT_CARD,1633.41,,
DEBIT,09/19/2017,"U-HAUL MOVING & STORAG SAN ANTONIO TX        09/17",-87.90,DEBIT_CARD,1644.04,,
DEBIT,09/18/2017,"PLANET FIT       CLUB FEES                  PPD ID: 1710602737",-10.83,ACH_DEBIT,1731.94,,
DEBIT,09/18/2017,"SPEEDY CASH 888-3331360 KS                   09/15",-22.00,DEBIT_CARD,1742.77,,
DEBIT,09/18/2017,"DIAMOND SHINE SAN ANTONIO TX                 09/17",-5.00,DEBIT_CARD,1764.77,,
DEBIT,09/18/2017,"LAS PALAPAS - CHUR SAN ANTONIO TX            09/16",-4.29,DEBIT_CARD,1769.77,,
DEBIT,09/18/2017,"HEB  #102 SAN ANTONIO TX                     09/16",-12.73,DEBIT_CARD,1774.06,,
DEBIT,09/18/2017,"HEB  #102 SAN ANTONIO TX                     09/16",-73.76,DEBIT_CARD,1786.79,,
DEBIT,09/18/2017,"WHATABURGER 794    Q26 SAN ANTONIO TX        09/16",-8.96,DEBIT_CARD,1860.55,,
DEBIT,09/18/2017,"LAS PALAPAS - CHUR SAN ANTONIO TX            09/15",-6.43,DEBIT_CARD,1869.51,,
DEBIT,09/18/2017,"MCDONALD'S F2881 SAN ANTONIO TX              09/15",-5.93,DEBIT_CARD,1875.94,,
DEBIT,09/18/2017,"IN N OUT BURGER 302 WINDCREST TX             09/15",-9.96,DEBIT_CARD,1881.87,,
DEBIT,09/18/2017,"SPRINT *WIRELESS 800-639-6111 KS             09/16",-145.46,DEBIT_CARD,1891.83,,
DEBIT,09/15/2017,"AmazonPrime Membersh amzn.com/prme WA        09/14",-11.90,DEBIT_CARD,2037.29,,
DEBIT,09/15/2017,"7-ELEVEN 36635 SAN ANTONIO TX                09/15",-36.00,DEBIT_CARD,2049.19,,
DEBIT,09/15/2017,"CORNER STORE 1055 SAN ANTONIO TX     087059  09/15",-6.88,DEBIT_CARD,2085.19,,
CREDIT,09/15/2017,"GIGAWARP TECHNOL PAYROLL                    PPD ID: 1812457168",2059.42,ACH_CREDIT,2092.07,,
DEBIT,09/14/2017,"HEB  #102 SAN ANTONIO TX                     09/13",-25.02,DEBIT_CARD,32.65,,
DEBIT,09/13/2017,"GOOGLE *OkCupid 855-836-3987 CA              09/13",-31.97,DEBIT_CARD,57.67,,
DEBIT,09/13/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           09/12",-10.71,DEBIT_CARD,89.64,,
DEBIT,09/12/2017,"HEB  #102 SAN ANTONIO TX                     09/11",-11.62,DEBIT_CARD,100.35,,
DEBIT,09/12/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           09/11",-12.23,DEBIT_CARD,111.97,,
DEBIT,09/11/2017,"CORNER STORE 2196 ALAMO HEIGHTS TX   686741  09/11",-6.72,DEBIT_CARD,124.20,,
DEBIT,09/11/2017,"HEB  #556 SAN ANTONIO TX                     09/10",-17.80,DEBIT_CARD,130.92,,
DEBIT,09/11/2017,"DIAMOND SHINE SAN ANTONIO TX                 09/10",-5.00,DEBIT_CARD,148.72,,
DEBIT,09/11/2017,"MCDONALD'S F2881 SAN ANTONIO TX              09/09",-2.08,DEBIT_CARD,153.72,,
DEBIT,09/11/2017,"60499 - UNIVERSITY HEA SAN ANTONIO TX        09/09",-1.00,DEBIT_CARD,155.80,,
DEBIT,09/11/2017,"HEB  #556 SAN ANTONIO TX                     09/09",-28.92,DEBIT_CARD,156.80,,
DEBIT,09/11/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           09/08",-18.15,DEBIT_CARD,185.72,,
DEBIT,09/08/2017,"VONAGE *PRICE+TAXES 866-243-4357 NJ          09/08",-39.97,DEBIT_CARD,203.87,,
DEBIT,09/08/2017,"TRANSFER TO SAV XXXXX1797 09/08",-50.00,ACCT_XFER,243.84,,
DEBIT,09/08/2017,"FREDDYS FROZEN CUSTARD SAN ANTONIO TX        09/08",-9.61,DEBIT_CARD,293.84,,
DEBIT,09/08/2017,"ANCHOR BAR - SAN A SAN ANTONIO TX            09/07",-28.26,DEBIT_CARD,303.45,,
DEBIT,09/08/2017,"1919 SAN ANTONIO TX                          09/06",-24.48,DEBIT_CARD,331.71,,
DEBIT,09/08/2017,"Hot Joy San Antonio TX                       09/06",-37.80,DEBIT_CARD,356.19,,
DEBIT,09/07/2017,"GAMESTOP #1766 1205 N SAN ANTONIO TX 955936  09/07",-11.76,DEBIT_CARD,393.99,,
DEBIT,09/07/2017,"CORNER STORE 2196 ALAMO HEIGHTS TX   855507  09/07",-6.92,DEBIT_CARD,405.75,,
DEBIT,09/07/2017,"MCDONALD'S F10675 SAN ANTONIO TX             09/05",-9.63,DEBIT_CARD,412.67,,
DEBIT,09/06/2017,"Spotify USA 646-8375380 NY                   09/06",-16.23,DEBIT_CARD,422.30,,
DEBIT,09/06/2017,"LA MARGINAL RESTAURANT SAN ANTONIO TX        09/06",-18.66,DEBIT_CARD,438.53,,
DEBIT,09/06/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           09/05",-13.00,DEBIT_CARD,457.19,,
DEBIT,09/06/2017,"CHELAS TACOS SAN ANTONIO TX                  09/05",-7.38,DEBIT_CARD,470.19,,
DEBIT,09/05/2017,"NETFLIX.COM NETFLIX.COM CA                   09/03",-12.98,DEBIT_CARD,477.57,,
DEBIT,09/05/2017,"SLING.COM 888-393-6312 CO                    09/04",-21.64,DEBIT_CARD,490.55,,
DEBIT,09/05/2017,"Seville/BRE Sevi WEB PMTS   6NJPC2          WEB ID: 9000079613",-1095.31,ACH_DEBIT,512.19,,
DEBIT,09/05/2017,"SQ *BAKERY LORRAINE AT San Antonio TX        09/04",-13.91,DEBIT_CARD,1607.50,,
DEBIT,09/05/2017,"UBER   *TIP NUOK6 800-592-8996 CA            09/04",-2.00,DEBIT_CARD,1621.41,,
DEBIT,09/05/2017,"UBER   *TIP I7DU6 800-592-8996 CA            09/04",-2.00,DEBIT_CARD,1623.41,,
DEBIT,09/05/2017,"UBER   *US SEP04 NUOK 800-592-8996 CA        09/04",-16.67,DEBIT_CARD,1625.41,,
DEBIT,09/05/2017,"TACOLAND PEARL SAN ANTONIO TX                09/04",-10.41,DEBIT_CARD,1642.08,,
DEBIT,09/05/2017,"HI TONES SAN ANTONIO TX                      09/04",-11.00,DEBIT_CARD,1652.49,,
DEBIT,09/05/2017,"THE BRASS MONKEY SAN ANTONIO TX              09/03",-15.00,DEBIT_CARD,1663.49,,
DEBIT,09/05/2017,"THE MIX SAN ANTONIO TX                       09/03",-9.33,DEBIT_CARD,1678.49,,
DEBIT,09/05/2017,"UBER   *US SEP03 I7DU 800-592-8996 CA        09/04",-15.97,DEBIT_CARD,1687.82,,
DEBIT,09/05/2017,"WM SUPERC Wal-Mart Sup SAN ANTONIO TX        09/03",-39.81,DEBIT_CARD,1703.79,,
DEBIT,09/05/2017,"SUPERCUTS 81600 SAN ANTONIO TX               09/03",-20.00,DEBIT_CARD,1743.60,,
DEBIT,09/05/2017,"BILL MILLER BAR-B-Q - SAN ANTONIO TX         09/03",-5.61,DEBIT_CARD,1763.60,,
DEBIT,09/05/2017,"QuickPay with Zelle payment to Mama 6491315792",-260.00,CHASE_TO_PARTNERFI,1769.21,,
DEBIT,09/05/2017,"Wal-Mart Super Center SAN ANTONIO TX         09/02",-16.15,DEBIT_CARD,2029.21,,
DEBIT,09/05/2017,"DIAMOND SHINE SAN ANTONIO TX                 09/02",-5.00,DEBIT_CARD,2045.36,,
DEBIT,09/05/2017,"HEB  #102 SAN ANTONIO TX                     09/02",-26.10,DEBIT_CARD,2050.36,,
DEBIT,09/05/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           09/01",-10.91,DEBIT_CARD,2076.46,,
DEBIT,09/05/2017,"UPWORKESCROW*MEMBERS 888-8503375 CA          09/01",-10.00,DEBIT_CARD,2087.37,,
DEBIT,09/05/2017,"BILL MILLER BAR-B-Q - SAN ANTONIO TX         09/01",-7.55,DEBIT_CARD,2097.37,,
DEBIT,09/05/2017,"GRIMALDIS PIZZERIA QUA SAN ANTONIO TX        08/31",-26.73,DEBIT_CARD,2104.92,,
DEBIT,08/31/2017,"JIMMY JOHNS - 979 - E 210-820-0800 TX        08/30",-11.18,DEBIT_CARD,2131.65,,
DEBIT,08/31/2017,"TACOS EL REGIO SAN ANTONIO TX                08/30",-16.00,DEBIT_CARD,2142.83,,
DEBIT,08/31/2017,"1919 SAN ANTONIO TX                          08/29",-24.48,DEBIT_CARD,2158.83,,
CREDIT,08/31/2017,"GIGAWARP TECHNOL PAYROLL                    PPD ID: 1812457168",2059.42,ACH_CREDIT,2183.31,,
DEBIT,08/30/2017,"HEB  #102 SAN ANTONIO TX                     08/29",-21.92,DEBIT_CARD,123.89,,
DEBIT,08/30/2017,"CENTRAL MARKET #191 SAN ANTONIO TX           08/29",-13.32,DEBIT_CARD,145.81,,
DEBIT,08/30/2017,"LAS PALAPAS - CHUR SAN ANTONIO TX            08/28",-5.38,DEBIT_CARD,159.13,,
DEBIT,08/28/2017,"BILL MILLER BAR-B-Q - SAN ANTONIO TX         08/27",-16.11,DEBIT_CARD,164.51,,
DEBIT,08/28/2017,"WM SUPERC Wal-Mart Sup SAN ANTONIO TX        08/27",-20.06,DEBIT_CARD,180.62,,
DEBIT,08/28/2017,"MCDONALD'S F2881 SAN ANTONIO TX              08/26",-12.52,DEBIT_CARD,200.68,,
DEBIT,08/28/2017,"SHELL Service Station SAN ANTONIO TX 248468  08/26",-10.67,DEBIT_CARD,213.20,,
DEBIT,08/25/2017,"CORNER STORE 2196 ALAMO HEIGHTS TX   854986  08/25",-5.07,DEBIT_CARD,223.87,,
DEBIT,08/25/2017,"SHELL Service Station SAN ANTONIO TX 451832  08/25",-6.77,DEBIT_CARD,228.94,,
DEBIT,08/25/2017,"TRANSFER TO SAV XXXXX1797 08/25",-50.00,ACCT_XFER,235.71,,
DEBIT,08/25/2017,"GOOGLE *Tinder g.co/helppay# CA              08/25",-15.98,DEBIT_CARD,285.71,,
DEBIT,08/25/2017,"Cullum's Attagirl San Antonio TX             08/24",-20.50,DEBIT_CARD,301.69,,
DEBIT,08/24/2017,"PHOTOFEELER.COM 877-887-7815 CO              08/22",-9.00,DEBIT_CARD,322.19,,
DEBIT,08/24/2017,"DNH*GODADDY.COM 480-5058855 AZ               08/23",-10.65,DEBIT_CARD,331.19,,
DEBIT,08/24/2017,"HEB #102 SAN ANTONIO TX                      08/24",-85.50,DEBIT_CARD,341.84,,
DEBIT,08/24/2017,"SQ *STEEL CITY POPS - San Antonio TX         08/23",-6.00,DEBIT_CARD,427.34,,
DEBIT,08/24/2017,"JIMMY JOHNS - 979 - E 210-820-0800 TX        08/23",-11.18,DEBIT_CARD,433.34,,
DEBIT,08/24/2017,"MON THAI BISTRO SAN ANTONIO TX               08/22",-20.90,DEBIT_CARD,444.52,,
DEBIT,08/24/2017,"TWC*TIME WARNER CABLE 888-TWCABLE TX         08/24",-86.00,DEBIT_CARD,465.42,,
DEBIT,08/24/2017,"EMBERS STEAK HOUSE NEW ORLEANS LA            08/21",-53.29,DEBIT_CARD,551.42,,
DEBIT,08/23/2017,"GOOGLE *HBO Dig Sv In 855-836-3987 CA        08/23",-16.23,DEBIT_CARD,604.71,,
DEBIT,08/23/2017,"HEB  #102 SAN ANTONIO TX                     08/22",-21.42,DEBIT_CARD,620.94,,
DEBIT,08/22/2017,"DNH*GODADDY.COM 480-5058855 AZ               08/21",-10.65,DEBIT_CARD,642.36,,
DEBIT,08/22/2017,"ATM WITHDRAWAL                       005438  08/2211640 BAN",-160.00,ATM,653.01,,
DEBIT,08/22/2017,"CORNER STORE 2196 ALAMO HEIGHTS TX   855686  08/22",-4.93,DEBIT_CARD,813.01,,
DEBIT,08/22/2017,"NEW ORLEANS AIRPORT KENNER LA                08/21",-2.53,DEBIT_CARD,817.94,,
DEBIT,08/22/2017,"UNITED      016260328 800-932-2732 TX        08/21",-25.00,DEBIT_CARD,820.47,,
DEBIT,08/22/2017,"RIVERSIDE GIFT SHOP NEW ORLEANS LA           08/21",-17.57,DEBIT_CARD,845.47,,
DEBIT,08/22/2017,"FA DA TRADING NEW ORLEANS LA                 08/21",-6.00,DEBIT_CARD,863.04,,
DEBIT,08/22/2017,"BAYOU BEER GARDEN NEW ORLEANS LA             08/21",-14.50,DEBIT_CARD,869.04,,
DEBIT,08/22/2017,"BAYOU BEER GARDEN NEW ORLEANS LA             08/21",-23.00,DEBIT_CARD,883.54,,
DEBIT,08/22/2017,"THE SWAMP 504-5289400 LA                     08/19",-10.00,DEBIT_CARD,906.54,,
DEBIT,08/22/2017,"MBI-PROBILLER.COM/RK 877-446-0668            08/19",-17.95,DEBIT_CARD,916.54,,
CREDIT,08/22/2017,"STRIPE           TRANSFER                   CCD ID: 1800948598",388.10,ACH_CREDIT,934.49,,
DEBIT,08/21/2017,"NON-CHASE ATM FEE-WITH",-2.50,FEE_TRANSACTION,546.39,,
